,Date,BF/A US Equity,BF/B US Equity,BF/A US Equity / BF/B US Equity,SMA_21,SMA_50,SMA_120
2310,1997-04-29,5.3467,5.4,0.9901,0.982490476,0.985118,0.990409167
2311,1997-04-30,5.3867,5.3867,1.0,0.9832333329999999,0.98545,0.990338333
2312,1997-05-01,5.3867,5.48,0.983,0.98292381,0.98511,0.990266667
2313,1997-05-02,5.4667,5.5733,0.9809,0.9829,0.984728,0.9901983329999999
2314,1997-05-05,5.4933,5.6267,0.9763,0.98277619,0.98431,0.990069167
2315,1997-05-06,5.5333,5.64,0.9811,0.98237619,0.98416,0.9899575
2316,1997-05-07,5.4533,5.5333,0.9855,0.982933333,0.984208,0.9899049999999999
2317,1997-05-08,5.5333,5.5867,0.9905,0.983114286,0.984188,0.989916667
2318,1997-05-09,5.48,5.5467,0.988,0.983652381,0.984232,0.9899066670000001
2319,1997-05-12,5.5333,5.5333,1.0,0.983780952,0.984512,0.989975
2320,1997-05-13,5.4533,5.5467,0.9832,0.9837476190000001,0.9847360000000001,0.9899258329999999
2321,1997-05-14,5.48,5.5067,0.9952,0.9845285709999999,0.9848100000000001,0.9899083329999999
2322,1997-05-15,5.5067,5.5733,0.988,0.985057143,0.984848,0.989830833
2323,1997-05-16,5.44,5.5467,0.9808,0.984509524,0.984742,0.9896708329999999
2324,1997-05-19,5.4933,5.5733,0.9856,0.98537619,0.984842,0.98964
2325,1997-05-20,5.4933,5.6133,0.9786,0.9853285709999999,0.984848,0.9894166670000001
2326,1997-05-21,5.3333,5.4667,0.9756,0.98547619,0.9846860000000001,0.989190833
2327,1997-05-22,5.44,5.5467,0.9808,0.986114286,0.9845200000000001,0.989075833
2328,1997-05-23,5.4933,5.64,0.9740000000000001,0.985357143,0.983944,0.9887908329999999
2329,1997-05-27,5.44,5.5867,0.9737,0.984571429,0.983692,0.9885016670000001
2330,1997-05-28,5.4133,5.4933,0.9854,0.9845857140000001,0.983772,0.988426667
2331,1997-05-29,5.3467,5.44,0.9828,0.984238095,0.9838020000000001,0.9883299999999999
2332,1997-05-30,5.3333,5.4533,0.978,0.983190476,0.9837799999999999,0.988099167
2333,1997-06-02,5.3333,5.44,0.9804,0.983066667,0.983756,0.9880283329999999
2334,1997-06-03,5.3333,5.3867,0.9901,0.983504762,0.9838620000000001,0.9879458329999999
2335,1997-06-04,5.2533,5.28,0.9949,0.984390476,0.984066,0.987950833
2336,1997-06-05,5.2533,5.28,0.9949,0.985047619,0.984224,0.987955833
2337,1997-06-06,5.2933,5.4133,0.9778,0.984680952,0.983984,0.9878433329999999
2338,1997-06-09,5.2533,5.3733,0.9777,0.9840714290000001,0.9837440000000001,0.9875841670000001
2339,1997-06-10,5.2933,5.3867,0.9827,0.983819048,0.983556,0.9874883329999999
2340,1997-06-11,5.4,5.4533,0.9902,0.9833523809999999,0.9836719999999999,0.987504167
2341,1997-06-12,5.3733,5.4533,0.9853,0.983452381,0.9835879999999999,0.9875
2342,1997-06-13,5.32,5.4133,0.9828,0.982861905,0.9836159999999999,0.9874475
2343,1997-06-16,5.28,5.3733,0.9826,0.982604762,0.98369,0.987393333
2344,1997-06-17,5.2267,5.3733,0.9727,0.9822190479999999,0.9833540000000001,0.9871658329999999
2345,1997-06-18,5.2267,5.28,0.9899,0.98242381,0.983676,0.987195
2346,1997-06-19,5.2533,5.36,0.9801,0.9824952379999999,0.9835440000000001,0.9871200000000001
2347,1997-06-20,5.2133,5.3333,0.9775,0.982585714,0.98356,0.9869775
2348,1997-06-23,5.1467,5.2267,0.9847,0.982771429,0.983308,0.986918333
2349,1997-06-24,5.1733,5.32,0.9724,0.9826952379999999,0.9830780000000001,0.986756667
2350,1997-06-25,5.0933,5.2267,0.9745,0.982733333,0.982992,0.986610833
2351,1997-06-26,5.12,5.32,0.9624,0.981638095,0.9827020000000001,0.986341667
2352,1997-06-27,5.1733,5.2933,0.9773,0.98137619,0.982402,0.9862200000000001
2353,1997-06-30,5.1467,5.2067,0.9885,0.98187619,0.982824,0.986146667
2354,1997-07-01,5.1867,5.2533,0.9873,0.9822047620000001,0.982978,0.986108333
2355,1997-07-02,5.24,5.38,0.9740000000000001,0.981438095,0.983008,0.9860241670000001
2356,1997-07-03,5.2933,5.44,0.973,0.980395238,0.9831200000000001,0.985799167
2357,1997-07-07,5.2933,5.3733,0.9851,0.979928571,0.983024,0.985763333
2358,1997-07-08,5.2933,5.4333,0.9742,0.9797571429999999,0.9827040000000001,0.9856375
2359,1997-07-09,5.24,5.3467,0.98,0.979866667,0.9826020000000001,0.9855799999999999
2360,1997-07-10,5.2267,5.3867,0.9703,0.97927619,0.9822059999999999,0.985355
2361,1997-07-11,5.12,5.1733,0.9897,0.9792523809999999,0.982,0.985313333
2362,1997-07-14,5.1733,5.28,0.9798,0.9789904759999999,0.981936,0.985255833
2363,1997-07-15,5.2,5.2867,0.9836,0.979028571,0.9819899999999999,0.985164167
2364,1997-07-16,5.1867,5.2733,0.9836,0.97907619,0.982136,0.984864167
2365,1997-07-17,5.1467,5.2667,0.9772,0.979290476,0.982058,0.9846275
2366,1997-07-18,5.0933,5.1733,0.9845,0.979033333,0.982038,0.984426667
2367,1997-07-21,5.0667,5.2267,0.9694,0.97852381,0.9816159999999999,0.984195
2368,1997-07-22,5.1467,5.3267,0.9662,0.977985714,0.9811799999999999,0.9839608329999999
2369,1997-07-23,5.1467,5.2733,0.976,0.977571429,0.9807,0.9838549999999999
2370,1997-07-24,5.1333,5.24,0.9796,0.977914286,0.980628,0.9837083329999999
2371,1997-07-25,5.04,5.1667,0.9755,0.977961905,0.980234,0.983599167
2372,1997-07-28,5.0133,5.1467,0.9741,0.978519048,0.9799559999999999,0.9833833329999999
2373,1997-07-29,5.0667,5.2067,0.9731,0.978319048,0.9798020000000001,0.9832075000000001
2374,1997-07-30,5.0933,5.2667,0.9671,0.9773,0.979432,0.982981667
2375,1997-07-31,5.0333,5.2,0.9679,0.97637619,0.979218,0.982835
2376,1997-08-01,5.04,5.2133,0.9668,0.976033333,0.979042,0.982630833
2377,1997-08-04,5.04,5.2267,0.9643,0.975619048,0.978712,0.9824299999999999
2378,1997-08-05,5.0933,5.2,0.9795,0.975352381,0.978822,0.9824008329999999
2379,1997-08-06,5.0133,5.1667,0.9703,0.975166667,0.9787540000000001,0.982384167
2380,1997-08-07,5.04,5.1467,0.9793,0.9751333329999999,0.978632,0.982280833
2381,1997-08-08,4.84,4.8933,0.9891,0.976028571,0.978758,0.982328333
2382,1997-08-11,4.96,5.0667,0.9789,0.9755142859999999,0.978776,0.9821525
2383,1997-08-12,4.9067,4.9533,0.9906,0.976028571,0.97898,0.982074167
2384,1997-08-13,4.88,4.9333,0.9892,0.976295238,0.9789620000000001,0.9820075
2385,1997-08-14,4.8533,4.9333,0.9838,0.976304762,0.9787399999999999,0.9819674999999999
2386,1997-08-15,4.8,4.8867,0.9823,0.9765476190000001,0.9784879999999999,0.9819608329999999
2387,1997-08-18,4.8667,5.0,0.9733,0.976014286,0.978398,0.981809167
2388,1997-08-19,4.9,4.9867,0.9826,0.976642857,0.9784959999999999,0.9817825000000001
2389,1997-08-20,4.9067,5.06,0.9697,0.9768095240000001,0.9782360000000001,0.981646667
2390,1997-08-21,4.9133,5.0133,0.9801,0.9770047620000001,0.9780340000000001,0.981714167
2391,1997-08-22,4.9267,5.0533,0.9749,0.976780952,0.977826,0.981575833
2392,1997-08-25,5.04,5.1733,0.9742,0.976719048,0.9776540000000001,0.981476667
2393,1997-08-26,5.0933,5.2267,0.9745,0.976738095,0.977492,0.9813799999999999
2394,1997-08-27,5.0667,5.16,0.9819,0.977157143,0.977676,0.981390833
2395,1997-08-28,5.0667,5.1667,0.9806,0.9778,0.97749,0.98141
2396,1997-08-29,5.0133,5.1467,0.9741,0.978095238,0.9773700000000001,0.9813299999999999
2397,1997-09-02,5.08,5.1867,0.9794,0.978695238,0.9774079999999999,0.981249167
2398,1997-09-03,5.1467,5.2133,0.9872,0.979785714,0.9774579999999999,0.981119167
2399,1997-09-04,5.0933,5.1933,0.9807,0.9798428570000001,0.9776239999999999,0.9810725
2400,1997-09-05,5.04,5.12,0.9844,0.9805142859999999,0.977822,0.9810975000000001
2401,1997-09-08,5.0133,5.12,0.9792,0.980509524,0.978158,0.98108
2402,1997-09-09,5.0133,5.16,0.9716,0.97967619,0.978044,0.9810174999999999
2403,1997-09-10,4.96,5.0467,0.9828,0.979861905,0.97793,0.9810274999999999
2404,1997-09-11,4.8267,4.96,0.9731,0.979028571,0.9776459999999999,0.98093
2405,1997-09-12,4.88,5.0533,0.9657,0.9779095240000001,0.9774799999999999,0.9807716670000001
2406,1997-09-15,4.9533,5.1133,0.9687,0.977190476,0.9773940000000001,0.9806191670000001
2407,1997-09-16,5.1133,5.3333,0.9588,0.9760714290000001,0.9768680000000001,0.980360833
2408,1997-09-17,5.02,5.24,0.958,0.975342857,0.9765440000000001,0.980096667
2409,1997-09-18,5.1667,5.3467,0.9663,0.974566667,0.9762700000000001,0.979881667
2410,1997-09-19,5.1133,5.28,0.9684,0.974504762,0.976232,0.979748333
2411,1997-09-22,5.0933,5.26,0.9683,0.973942857,0.9758040000000001,0.979571667
2412,1997-09-23,5.1067,5.2867,0.966,0.973519048,0.9755280000000001,0.979443333
2413,1997-09-24,5.1333,5.2733,0.9735,0.9734857140000001,0.975326,0.979398333
2414,1997-09-25,5.1733,5.3333,0.97,0.9732714290000001,0.9750540000000001,0.9792358329999999
2415,1997-09-26,5.1467,5.3333,0.965,0.9724666670000001,0.9748100000000001,0.9791625
2416,1997-09-29,5.3067,5.46,0.9719,0.9720523809999999,0.974558,0.979039167
2417,1997-09-30,5.16,5.3,0.9736,0.972028571,0.974642,0.9790133329999999
2418,1997-10-01,5.3,5.4467,0.9731,0.971728571,0.97478,0.978811667
2419,1997-10-02,5.2467,5.4067,0.9704,0.970928571,0.974668,0.978699167
2420,1997-10-03,5.2533,5.4267,0.9681,0.9703285709999999,0.9744379999999999,0.9786100000000001
2421,1997-10-06,5.2733,5.4667,0.9646,0.9693857140000001,0.9742200000000001,0.9785075000000001
2422,1997-10-07,5.22,5.4533,0.9572,0.968338095,0.973882,0.978215
2423,1997-10-08,5.2067,5.3533,0.9726,0.9683857140000001,0.973872,0.978258333
2424,1997-10-09,5.2133,5.38,0.9690000000000001,0.967728571,0.97391,0.9781700000000001
2425,1997-10-10,5.3867,5.5467,0.9712,0.967638095,0.9739760000000001,0.978159167
2426,1997-10-13,5.4133,5.5867,0.9690000000000001,0.967795238,0.9740200000000001,0.9781725
2427,1997-10-14,5.42,5.6267,0.9633,0.967538095,0.9740000000000001,0.977950833
2428,1997-10-15,5.3333,5.4867,0.9721,0.9681714290000001,0.973852,0.9778
2429,1997-10-16,5.28,5.4,0.9778,0.9691142859999999,0.974002,0.9777391670000001
2430,1997-10-17,5.2,5.3867,0.9653,0.969066667,0.973722,0.9775325
2431,1997-10-20,5.3867,5.58,0.9654,0.96892381,0.973248,0.977244167
2432,1997-10-21,5.44,5.6333,0.9657,0.9688,0.972984,0.9771
2433,1997-10-22,5.3867,5.5,0.9794,0.969438095,0.9727600000000001,0.9770875
2434,1997-10-23,5.2067,5.3667,0.9702,0.9692809520000001,0.9723799999999999,0.977036667
2435,1997-10-24,5.2,5.38,0.9665,0.9691142859999999,0.9720340000000001,0.976915
2436,1997-10-27,5.2,5.3333,0.975,0.9695904759999999,0.971888,0.9768275
2437,1997-10-28,5.0667,5.24,0.9669,0.969352381,0.9717600000000001,0.976630833
2438,1997-10-29,5.0933,5.24,0.972,0.96927619,0.971548,0.9764975
2439,1997-10-30,5.1333,5.2467,0.9784,0.9695285709999999,0.971722,0.9763175
2440,1997-10-31,5.08,5.2467,0.9682,0.96942381,0.971484,0.9761924999999999
2441,1997-11-03,5.1733,5.3733,0.9628,0.9691714290000001,0.971242,0.9759225
2442,1997-11-04,5.16,5.32,0.9699,0.96942381,0.9711559999999999,0.9757716670000001
2443,1997-11-05,5.0933,5.2533,0.9695,0.9700095240000001,0.9710559999999999,0.9756775
2444,1997-11-06,5.0933,5.2667,0.9671,0.9697476190000001,0.9707600000000001,0.9755233329999999
2445,1997-11-07,5.04,5.24,0.9618,0.969404762,0.970384,0.975383333
2446,1997-11-10,5.12,5.3133,0.9636,0.969042857,0.970174,0.9752833329999999
2447,1997-11-11,5.16,5.3533,0.9639,0.9688,0.969864,0.9751424999999999
2448,1997-11-12,5.1067,5.2467,0.9733,0.96927619,0.9695860000000001,0.975136667
2449,1997-11-13,5.12,5.2733,0.9709,0.9692190479999999,0.96939,0.9751133329999999
2450,1997-11-14,5.12,5.3133,0.9636,0.968542857,0.968974,0.974931667
2451,1997-11-17,5.24,5.48,0.9562,0.968109524,0.968514,0.9747100000000001
2452,1997-11-18,5.1733,5.42,0.9545,0.9675904759999999,0.9681719999999999,0.974514167
2453,1997-11-19,5.2267,5.44,0.9608,0.967357143,0.9677319999999999,0.9743508329999999
2454,1997-11-20,5.36,5.6133,0.9549,0.966190476,0.967368,0.9740575
2455,1997-11-21,5.34,5.58,0.9570000000000001,0.965561905,0.967194,0.973741667
2456,1997-11-24,5.3333,5.5333,0.9639,0.965438095,0.9670979999999999,0.973483333
2457,1997-11-25,5.1467,5.3733,0.9578,0.964619048,0.9670780000000001,0.9733166670000001
2458,1997-11-26,5.2,5.4333,0.9571,0.9641523809999999,0.96706,0.973145
2459,1997-11-28,5.2,5.48,0.9489,0.9630523809999999,0.9667120000000001,0.9728633329999999
2460,1997-12-01,5.32,5.5667,0.9557,0.9619714290000001,0.966458,0.972575833
2461,1997-12-02,5.32,5.5467,0.9591,0.961538095,0.966274,0.9723575000000001
2462,1997-12-03,5.4133,5.5933,0.9678,0.96177619,0.96631,0.9722325
2463,1997-12-04,5.38,5.5533,0.9688,0.96172381,0.966216,0.9721175
2464,1997-12-05,5.4933,5.7067,0.9626,0.9613952379999999,0.966068,0.9720333329999999
2465,1997-12-08,5.4,5.6333,0.9586,0.960990476,0.9659399999999999,0.9717725
2466,1997-12-09,5.36,5.6133,0.9549,0.960661905,0.9656,0.9715625
2467,1997-12-10,5.44,5.6533,0.9623,0.9606,0.965374,0.9714358329999999
2468,1997-12-11,5.3667,5.5733,0.9629,0.960552381,0.9651700000000001,0.971254167
2469,1997-12-12,5.36,5.5867,0.9594,0.959890476,0.96495,0.971145833
2470,1997-12-15,5.44,5.7,0.9544,0.959104762,0.964676,0.9709783329999999
2471,1997-12-16,5.5067,5.7267,0.9616,0.9590095240000001,0.964616,0.970971667
2472,1997-12-17,5.54,5.7733,0.9596,0.9591714290000001,0.964664,0.9708241670000001
2473,1997-12-18,5.4333,5.6467,0.9622,0.959538095,0.964456,0.9706049999999999
2474,1997-12-19,5.32,5.5733,0.9545,0.959238095,0.964166,0.9703316670000001
2475,1997-12-22,5.4133,5.7533,0.9409,0.958571429,0.9635600000000001,0.970055833
2476,1997-12-23,5.4133,5.6533,0.9575,0.958595238,0.9633299999999999,0.9699266670000001
2477,1997-12-24,5.36,5.5667,0.9629,0.9585476190000001,0.9633219999999999,0.9697416670000001
2478,1997-12-26,5.36,5.5667,0.9629,0.9587904759999999,0.9631379999999999,0.9696475
2479,1997-12-29,5.4667,5.74,0.9524,0.958566667,0.9626299999999999,0.9694174999999999
2480,1997-12-30,5.6267,5.88,0.9569,0.958947619,0.962462,0.969305833
2481,1997-12-31,5.6267,5.8933,0.9548,0.9589047620000001,0.96225,0.969015
2482,1998-01-02,5.6267,5.8667,0.9591,0.9589047620000001,0.962118,0.9688424999999999
2483,1998-01-05,5.4933,5.8267,0.9428,0.957714286,0.9613860000000001,0.9685024999999999
2484,1998-01-06,5.4667,5.7867,0.9447,0.956566667,0.9608760000000001,0.968178333
2485,1998-01-07,5.44,5.7533,0.9455,0.9557523809999999,0.960456,0.967914167
2486,1998-01-08,5.44,5.8,0.9379,0.954766667,0.959714,0.967525833
2487,1998-01-09,5.3867,5.66,0.9517,0.954614286,0.95941,0.967378333
2488,1998-01-12,5.5533,5.9,0.9412,0.9536095240000001,0.958794,0.9671700000000001
2489,1998-01-13,5.56,5.8667,0.9477,0.9528857140000001,0.9581799999999999,0.966934167
2490,1998-01-14,5.52,5.8267,0.9474,0.9523142859999999,0.957764,0.966665833
2491,1998-01-15,5.5067,5.78,0.9527,0.952233333,0.9575620000000001,0.966475833
2492,1998-01-16,5.5333,5.88,0.941,0.951252381,0.9569840000000001,0.9662
2493,1998-01-20,5.58,5.9067,0.9447,0.9505428570000001,0.9564879999999999,0.9659633329999999
2494,1998-01-21,5.36,5.7267,0.9359999999999999,0.9492952379999999,0.955866,0.9657041670000001
2495,1998-01-22,5.44,5.7667,0.9434,0.948766667,0.955498,0.9655
2496,1998-01-23,5.36,5.6467,0.9492,0.949161905,0.95521,0.9653533329999999
2497,1998-01-26,5.3333,5.62,0.9490000000000001,0.948757143,0.9549120000000001,0.965225833
2498,1998-01-27,5.4,5.7,0.9474,0.9480190479999999,0.9543940000000001,0.964958333
2499,1998-01-28,5.3467,5.6733,0.9424,0.947042857,0.953824,0.9647258329999999
2500,1998-01-29,5.3867,5.7133,0.9428,0.946585714,0.953408,0.964421667
2501,1998-01-30,5.28,5.52,0.9565,0.946566667,0.953414,0.96415
