,Date,BF/A US Equity,BF/B US Equity,BF/A US Equity / BF/B US Equity,SMA_21,SMA_50,SMA_120
195,1988-12-15,1.8711,1.96,0.9546,0.9590142859999999,0.965152,0.9669133329999999
196,1988-12-16,1.9156,2.0133,0.9514,0.9583952379999999,0.9647959999999999,0.966729167
197,1988-12-19,1.9422,2.0489,0.9479,0.957357143,0.964576,0.966475833
198,1988-12-20,1.9333,2.0222,0.956,0.9570523809999999,0.964464,0.966456667
199,1988-12-21,1.9067,1.9956,0.9555,0.957066667,0.964108,0.966306667
200,1988-12-22,1.8978,1.9778,0.9596,0.957142857,0.9637959999999999,0.96634
201,1988-12-23,1.9022,1.9778,0.9618,0.9572952379999999,0.9635739999999999,0.9662225
202,1988-12-27,1.8978,1.9644,0.9661,0.957309524,0.9632440000000001,0.9662299999999999
203,1988-12-28,1.8889,1.9822,0.9529,0.956928571,0.962944,0.966063333
204,1988-12-29,1.9156,2.0178,0.9493,0.956695238,0.9627959999999999,0.965820833
205,1988-12-30,1.9422,2.0489,0.9479,0.956309524,0.962144,0.965549167
206,1989-01-03,1.9289,2.0267,0.9518,0.956038095,0.961802,0.965425
207,1989-01-04,1.9289,2.0267,0.9518,0.955333333,0.96159,0.965300833
208,1989-01-05,1.9244,2.0089,0.958,0.955361905,0.9614459999999999,0.965275
209,1989-01-06,1.9333,2.0222,0.956,0.955580952,0.9614,0.965189167
210,1989-01-09,1.92,2.0133,0.9536,0.955861905,0.961356,0.965060833
211,1989-01-10,1.9378,2.0356,0.9520000000000001,0.955633333,0.961066,0.964801667
212,1989-01-11,1.9511,2.0356,0.9585,0.955714286,0.960994,0.964576667
213,1989-01-12,1.9422,2.0222,0.9604,0.955666667,0.960686,0.9644625
214,1989-01-13,1.9422,2.0267,0.9583,0.9553285709999999,0.9604299999999999,0.964375833
215,1989-01-16,1.9422,2.0356,0.9541,0.9551190479999999,0.960044,0.9642075000000001
216,1989-01-17,1.9378,2.0356,0.9520000000000001,0.954995238,0.959616,0.9639774999999999
217,1989-01-18,1.9644,2.0756,0.9465,0.954761905,0.9590360000000001,0.963865833
218,1989-01-19,1.9778,2.0889,0.9468,0.9547095240000001,0.9583200000000001,0.9637891670000001
219,1989-01-20,1.9778,2.0756,0.9529,0.954561905,0.9577260000000001,0.963584167
220,1989-01-23,1.9644,2.04,0.963,0.9549190479999999,0.95744,0.9634425
221,1989-01-24,2.0133,2.12,0.9497,0.9544476190000001,0.9572780000000001,0.9633275
222,1989-01-25,2.0356,2.1422,0.9502,0.953895238,0.9566399999999999,0.963171667
223,1989-01-26,2.1111,2.2311,0.9462,0.952947619,0.956226,0.9629591670000001
224,1989-01-27,2.1289,2.2667,0.9392,0.9522952379999999,0.955774,0.9626450000000001
225,1989-01-30,2.1467,2.2889,0.9379,0.9517523809999999,0.9552440000000001,0.962296667
226,1989-01-31,2.16,2.2933,0.9419,0.951466667,0.9546879999999999,0.961936667
227,1989-02-01,2.16,2.2756,0.9492,0.951342857,0.9544239999999999,0.961831667
228,1989-02-02,2.1511,2.2756,0.9453,0.9510333329999999,0.954226,0.961645833
229,1989-02-03,2.1689,2.3111,0.9385,0.950104762,0.953836,0.961380833
230,1989-02-06,2.1911,2.3467,0.9337,0.949042857,0.9533379999999999,0.9611466670000001
231,1989-02-07,2.1956,2.3378,0.9392,0.948357143,0.9528059999999999,0.9608625
232,1989-02-08,2.2044,2.3333,0.9448,0.9480142859999999,0.952484,0.960625
233,1989-02-09,2.1956,2.3244,0.9446,0.947352381,0.952292,0.96041
234,1989-02-10,2.1644,2.28,0.9493,0.94682381,0.952158,0.9601858329999999
235,1989-02-13,2.1733,2.2756,0.9551,0.946671429,0.95211,0.9600791670000001
236,1989-02-14,2.1556,2.2622,0.9528,0.9466095240000001,0.9518340000000001,0.959975
237,1989-02-15,2.1511,2.2667,0.9490000000000001,0.946466667,0.951666,0.9597924999999999
238,1989-02-16,2.1511,2.2622,0.9509,0.94667619,0.951656,0.959648333
239,1989-02-17,2.1689,2.2756,0.9531,0.94697619,0.9517639999999999,0.959496667
240,1989-02-21,2.1689,2.24,0.9683,0.9477095240000001,0.951994,0.959425
241,1989-02-22,2.1333,2.2,0.9697,0.9480285709999999,0.9522520000000001,0.9593908329999999
242,1989-02-23,2.1244,2.2133,0.9598,0.9485095240000001,0.9522200000000001,0.9592975
243,1989-02-24,2.1289,2.1733,0.9796,0.9499095240000001,0.9525040000000001,0.9594366670000001
244,1989-02-27,2.0933,2.1289,0.9833,0.95167619,0.953,0.959651667
245,1989-02-28,2.0933,2.1333,0.9812,0.95367619,0.9535319999999999,0.959820833
246,1989-03-01,2.0844,2.1289,0.9791,0.955638095,0.9540860000000001,0.960016667
247,1989-03-02,2.1111,2.1556,0.9794,0.95742381,0.954716,0.960161667
248,1989-03-03,2.1067,2.16,0.9753,0.958666667,0.955102,0.960206667
249,1989-03-06,2.1067,2.1956,0.9595,0.959342857,0.955182,0.9602316670000001
250,1989-03-07,2.12,2.1822,0.9715,0.960914286,0.95542,0.960350833
251,1989-03-08,2.12,2.2044,0.9617,0.9622476190000001,0.955418,0.960344167
252,1989-03-09,2.1378,2.24,0.9544,0.9629714290000001,0.955184,0.960340833
253,1989-03-10,2.1378,2.2178,0.9639,0.963880952,0.9554040000000001,0.9603524999999999
254,1989-03-13,2.16,2.2311,0.9681,0.965,0.95578,0.960435833
255,1989-03-14,2.1556,2.2133,0.9739,0.9661714290000001,0.9563,0.960670833
256,1989-03-15,2.1467,2.2311,0.9622,0.966509524,0.956508,0.9605549999999999
257,1989-03-16,2.1467,2.2489,0.9545,0.9665904759999999,0.9565620000000001,0.960376667
258,1989-03-17,2.1422,2.2222,0.9640000000000001,0.967304762,0.9566819999999999,0.960385833
259,1989-03-20,2.12,2.1911,0.9675,0.968095238,0.9569120000000001,0.9605058329999999
260,1989-03-21,2.1289,2.2089,0.9638,0.968604762,0.957116,0.9605524999999999
261,1989-03-22,2.1289,2.1911,0.9716,0.968761905,0.957508,0.9606783329999999
262,1989-03-23,2.1156,2.1778,0.9714,0.9688428570000001,0.957766,0.960758333
263,1989-03-27,2.1156,2.2,0.9616,0.968928571,0.9577899999999999,0.9606741670000001
264,1989-03-28,2.1156,2.1956,0.9636,0.968166667,0.9578959999999999,0.960565
265,1989-03-29,2.1156,2.1867,0.9675,0.9674142859999999,0.9581639999999999,0.9605725
266,1989-03-30,2.1333,2.2,0.9697,0.966866667,0.958518,0.960576667
267,1989-03-31,2.1378,2.2133,0.9659,0.966238095,0.9589059999999999,0.960635
268,1989-04-03,2.1511,2.2089,0.9738,0.9659714290000001,0.9594459999999999,0.960736667
269,1989-04-04,2.1511,2.2089,0.9738,0.9659,0.9598639999999999,0.960740833
270,1989-04-05,2.1422,2.2267,0.9621,0.96602381,0.9598459999999999,0.960631667
271,1989-04-06,2.1422,2.2089,0.9698,0.965942857,0.960248,0.960605833
272,1989-04-07,2.16,2.24,0.9643,0.966066667,0.9605299999999999,0.960453333
273,1989-04-10,2.1689,2.24,0.9683,0.966728571,0.9609719999999999,0.960456667
274,1989-04-11,2.1778,2.2622,0.9627,0.966671429,0.961442,0.960506667
275,1989-04-12,2.1733,2.2844,0.9514,0.96587619,0.9617120000000001,0.9602641670000001
276,1989-04-13,2.1867,2.2578,0.9685,0.965619048,0.9622440000000001,0.960260833
277,1989-04-14,2.1867,2.2711,0.9628,0.9656476190000001,0.962516,0.9602641670000001
278,1989-04-17,2.1911,2.2711,0.9648,0.966138095,0.9629059999999999,0.960260833
279,1989-04-18,2.2044,2.3067,0.9557,0.9657428570000001,0.96325,0.960239167
280,1989-04-19,2.2,2.3067,0.9538,0.965090476,0.9636520000000001,0.9602225000000001
281,1989-04-20,2.2044,2.2889,0.9631,0.965057143,0.9641299999999999,0.960194167
282,1989-04-21,2.2044,2.3067,0.9557,0.9643,0.964348,0.960140833
283,1989-04-24,2.1956,2.3067,0.9518,0.9633666670000001,0.964492,0.959940833
284,1989-04-25,2.2,2.3111,0.9519,0.9629047620000001,0.9645440000000001,0.9597808329999999
285,1989-04-26,2.2311,2.32,0.9617,0.962814286,0.964676,0.959683333
286,1989-04-27,2.24,2.3644,0.9474,0.961857143,0.964568,0.959466667
287,1989-04-28,2.24,2.36,0.9492,0.960880952,0.964572,0.9592475
288,1989-05-01,2.2444,2.3467,0.9564,0.9604285709999999,0.9646819999999999,0.9590291670000001
289,1989-05-02,2.24,2.3378,0.9582,0.959685714,0.964784,0.958825833
290,1989-05-03,2.2222,2.3244,0.956,0.958838095,0.9645379999999999,0.958648333
291,1989-05-04,2.2044,2.2978,0.9594,0.9587095240000001,0.964332,0.958661667
292,1989-05-05,2.1689,2.2311,0.9721,0.958819048,0.964578,0.958578333
293,1989-05-08,2.0933,2.1333,0.9812,0.95962381,0.9646100000000001,0.9586975000000001
294,1989-05-09,2.0622,2.0978,0.9831,0.9603285709999999,0.964606,0.958875
295,1989-05-10,2.0444,2.0889,0.9787,0.961090476,0.964556,0.9589941670000001
296,1989-05-11,2.0667,2.1378,0.9667,0.961819048,0.9643079999999999,0.958969167
297,1989-05-12,2.0933,2.1867,0.9573,0.9612857140000001,0.963866,0.9589266670000001
298,1989-05-15,2.1289,2.2,0.9677,0.961519048,0.963714,0.9590308329999999
299,1989-05-16,2.1289,2.2044,0.9657,0.961561905,0.963838,0.959095
300,1989-05-17,2.1467,2.2267,0.9641,0.961961905,0.9636899999999999,0.959140833
301,1989-05-18,2.1511,2.2178,0.9699,0.962728571,0.9638540000000001,0.959175
302,1989-05-19,2.1511,2.2267,0.9661,0.9628714290000001,0.964088,0.9592183329999999
303,1989-05-22,2.1511,2.2356,0.9622,0.963180952,0.9640540000000001,0.959285
304,1989-05-23,2.1422,2.2089,0.9698,0.964038095,0.964088,0.9594
305,1989-05-24,2.1333,2.1911,0.9736,0.9650714290000001,0.964082,0.959534167
306,1989-05-25,2.1289,2.2222,0.958,0.964895238,0.9639979999999999,0.9594625
307,1989-05-26,2.1333,2.2578,0.9449,0.96477619,0.9638059999999999,0.959358333
308,1989-05-30,2.1333,2.2356,0.9543,0.9650190479999999,0.9636120000000001,0.9593825
309,1989-05-31,2.1289,2.2133,0.9618,0.96527619,0.963498,0.9595
310,1989-06-01,2.1422,2.2311,0.9602,0.9653714290000001,0.963426,0.959528333
311,1989-06-02,2.16,2.2533,0.9586,0.9654952379999999,0.963166,0.9595433329999999
312,1989-06-05,2.1556,2.2356,0.9642,0.96572381,0.9630219999999999,0.959566667
313,1989-06-06,2.16,2.24,0.9643,0.965352381,0.963076,0.9595575000000001
314,1989-06-07,2.1556,2.24,0.9623,0.964452381,0.96305,0.9595891670000001
315,1989-06-08,2.1644,2.2622,0.9568,0.9632,0.962836,0.9596075000000001
316,1989-06-09,2.1689,2.28,0.9513,0.961895238,0.962468,0.9596066670000001
317,1989-06-12,2.1689,2.28,0.9513,0.961161905,0.962176,0.959635
318,1989-06-13,2.16,2.2622,0.9548,0.961042857,0.9617959999999999,0.959625
319,1989-06-14,2.1822,2.2711,0.9609,0.960719048,0.9615379999999999,0.95967
320,1989-06-15,2.1689,2.24,0.9683,0.960842857,0.9616620000000001,0.9597424999999999
321,1989-06-16,2.1733,2.2489,0.9664,0.9609523809999999,0.9615940000000001,0.9597808329999999
322,1989-06-19,2.1778,2.2667,0.9608,0.960519048,0.9615239999999999,0.959736667
323,1989-06-20,2.1689,2.2178,0.978,0.9610857140000001,0.9617180000000001,0.9599458329999999
324,1989-06-21,2.1333,2.1733,0.9816,0.9620095240000001,0.962096,0.9602149999999999
325,1989-06-22,2.1244,2.1956,0.9676,0.9619047620000001,0.96242,0.960379167
326,1989-06-23,2.1467,2.2533,0.9527,0.9609095240000001,0.9621040000000001,0.9603866670000001
327,1989-06-26,2.1867,2.2533,0.9704,0.9615,0.962256,0.960541667
328,1989-06-27,2.2044,2.28,0.9669,0.9625476190000001,0.962298,0.960615833
329,1989-06-28,2.2222,2.28,0.9747,0.963519048,0.962678,0.960771667
330,1989-06-29,2.2267,2.2756,0.9785,0.9643142859999999,0.9631719999999999,0.9609791670000001
331,1989-06-30,2.2133,2.2844,0.9689,0.964728571,0.9632879999999999,0.9611200000000001
332,1989-07-03,2.2578,2.2978,0.9826,0.9658714290000001,0.9638260000000001,0.9613208329999999
333,1989-07-05,2.2533,2.32,0.9713,0.966209524,0.964216,0.961411667
334,1989-07-06,2.2844,2.3378,0.9772,0.96682381,0.964722,0.9615691670000001
335,1989-07-07,2.32,2.4044,0.9649,0.966947619,0.964786,0.961659167
336,1989-07-10,2.3644,2.4533,0.9638,0.9672809520000001,0.9651139999999999,0.9617575
337,1989-07-11,2.4178,2.4667,0.9802,0.9686571429999999,0.965734,0.962038333
338,1989-07-12,2.4267,2.4844,0.9767,0.969866667,0.96614,0.9622875
339,1989-07-13,2.4222,2.4667,0.982,0.971161905,0.966616,0.9625299999999999
340,1989-07-14,2.4711,2.5778,0.9586,0.9710523809999999,0.9666680000000001,0.962493333
341,1989-07-17,2.4844,2.5556,0.9722,0.971238095,0.966924,0.962680833
342,1989-07-18,2.4933,2.5511,0.9774,0.971761905,0.96703,0.9629075
343,1989-07-19,2.4889,2.5911,0.9605,0.9717476190000001,0.966616,0.9630266670000001
344,1989-07-20,2.5022,2.5778,0.9707,0.9714,0.966368,0.963289167
345,1989-07-21,2.4844,2.5733,0.9655,0.970633333,0.9661040000000001,0.9635191670000001
346,1989-07-24,2.4844,2.56,0.9705,0.970771429,0.9661799999999999,0.9637575
347,1989-07-25,2.4889,2.5733,0.9672,0.971461905,0.9663780000000001,0.9639075
348,1989-07-26,2.5422,2.6489,0.9597,0.9709523809999999,0.966218,0.9640274999999999
349,1989-07-27,2.6044,2.7022,0.9638,0.970804762,0.9661799999999999,0.964238333
350,1989-07-28,2.6222,2.7067,0.9688,0.97052381,0.966274,0.964530833
351,1989-07-31,2.6667,2.8044,0.9509,0.969209524,0.965894,0.964628333
352,1989-08-01,2.6533,2.7289,0.9723,0.9693714290000001,0.966018,0.9648575
353,1989-08-02,2.6667,2.76,0.9662,0.9685904759999999,0.9660979999999999,0.9650375
354,1989-08-03,2.6622,2.7733,0.9599,0.968047619,0.9659,0.965125833
355,1989-08-04,2.6578,2.7644,0.9614,0.967295238,0.965656,0.965178333
356,1989-08-07,2.7156,2.8578,0.9502,0.966595238,0.9655,0.965156667
357,1989-08-08,2.8089,2.9511,0.9518,0.96602381,0.9656379999999999,0.9651799999999999
358,1989-08-09,2.8533,2.9556,0.9654,0.965319048,0.96586,0.965300833
359,1989-08-10,2.8044,2.9289,0.9575,0.964404762,0.965774,0.9653375
360,1989-08-11,2.7911,2.8933,0.9647,0.963580952,0.965864,0.9653075000000001
361,1989-08-14,2.6889,2.7511,0.9774,0.96447619,0.96624,0.965371667
362,1989-08-15,2.6844,2.7956,0.9603,0.9639095240000001,0.9661620000000001,0.965375833
363,1989-08-16,2.7333,2.84,0.9624,0.963195238,0.966124,0.9652325
364,1989-08-17,2.7156,2.8,0.9698,0.963638095,0.966274,0.9651200000000001
365,1989-08-18,2.7111,2.8267,0.9591,0.9630857140000001,0.9663200000000001,0.964935833
366,1989-08-21,2.68,2.7733,0.9663,0.96312381,0.96662,0.964829167
367,1989-08-22,2.6311,2.7156,0.9689,0.963047619,0.9669719999999999,0.9647416670000001
368,1989-08-23,2.5956,2.72,0.9542,0.9624285709999999,0.96696,0.964565833
369,1989-08-24,2.6311,2.7422,0.9595,0.962419048,0.966932,0.964565833
370,1989-08-25,2.6444,2.7422,0.9643,0.962442857,0.966852,0.9645058329999999
371,1989-08-28,2.6578,2.7422,0.9692,0.962461905,0.966908,0.964568333
372,1989-08-29,2.6578,2.72,0.9771,0.9637095240000001,0.967234,0.9647575
373,1989-08-30,2.6133,2.72,0.9608,0.963161905,0.9668899999999999,0.964731667
374,1989-08-31,2.6044,2.7022,0.9638,0.963047619,0.966534,0.964695833
375,1989-09-01,2.6222,2.7289,0.9609,0.963095238,0.9664,0.9645875
376,1989-09-05,2.6178,2.7022,0.9688,0.9634476190000001,0.966722,0.9646425
377,1989-09-06,2.5911,2.6667,0.9717,0.964471429,0.9667479999999999,0.964785833
378,1989-09-07,2.5911,2.6667,0.9717,0.965419048,0.966844,0.96485
379,1989-09-08,2.5956,2.68,0.9685,0.965566667,0.96672,0.964858333
380,1989-09-11,2.5911,2.6844,0.9652,0.965933333,0.966454,0.9648700000000001
381,1989-09-12,2.5822,2.6844,0.9619,0.9658,0.9663139999999999,0.9647891670000001
382,1989-09-13,2.5867,2.6711,0.9684,0.9653714290000001,0.9660299999999999,0.964764167
383,1989-09-14,2.5733,2.6667,0.965,0.965595238,0.9659040000000001,0.9647924999999999
384,1989-09-15,2.6044,2.7111,0.9607,0.9655142859999999,0.9655739999999999,0.964768333
385,1989-09-18,2.6667,2.7422,0.9724,0.965638095,0.965724,0.9648091670000001
386,1989-09-19,2.6667,2.7467,0.9709,0.9662,0.965866,0.964819167
387,1989-09-20,2.6711,2.7467,0.9725,0.9664952379999999,0.9657120000000001,0.9648741670000001
388,1989-09-21,2.6711,2.7556,0.9694,0.966519048,0.965566,0.9648375
389,1989-09-22,2.6667,2.7733,0.9615,0.966866667,0.9651559999999999,0.964735
390,1989-09-25,2.6578,2.7556,0.9645,0.9671047620000001,0.965274,0.9647549999999999
391,1989-09-26,2.6622,2.7556,0.9661,0.967190476,0.965152,0.9647241670000001
392,1989-09-27,2.6622,2.7689,0.9615,0.96682381,0.964834,0.964700833
393,1989-09-28,2.6578,2.7733,0.9583,0.965928571,0.9647899999999999,0.9646174999999999
394,1989-09-29,2.6978,2.8044,0.9620000000000001,0.9659857140000001,0.964616,0.964611667
395,1989-10-02,2.7422,2.8489,0.9626,0.965928571,0.964558,0.9647049999999999
396,1989-10-03,2.7733,2.8889,0.96,0.965885714,0.964348,0.964634167
397,1989-10-04,2.7822,2.9067,0.9572,0.965333333,0.964148,0.9645875
398,1989-10-05,2.7822,2.9067,0.9572,0.9646428570000001,0.964098,0.964524167
399,1989-10-06,2.7911,2.9067,0.9602,0.964095238,0.964026,0.964561667
400,1989-10-09,2.7911,2.9156,0.9573,0.963561905,0.9637959999999999,0.9645908329999999
401,1989-10-10,2.7867,2.9156,0.9558,0.9631142859999999,0.963894,0.9645299999999999
402,1989-10-11,2.7644,2.8844,0.9584,0.962947619,0.963616,0.9645524999999999
403,1989-10-12,2.7644,2.8933,0.9555,0.962333333,0.9634020000000001,0.964583333
404,1989-10-13,2.7467,2.8267,0.9717,0.962652381,0.9636379999999999,0.964748333
405,1989-10-16,2.6844,2.8222,0.9512,0.9622,0.963434,0.9646608329999999
406,1989-10-17,2.6933,2.8089,0.9589,0.961557143,0.963608,0.9647566670000001
407,1989-10-18,2.6667,2.7778,0.96,0.961038095,0.963772,0.964846667
408,1989-10-19,2.6578,2.7689,0.9599,0.960438095,0.9636620000000001,0.964875833
409,1989-10-20,2.6489,2.7733,0.9551,0.9597571429999999,0.963614,0.96485
410,1989-10-23,2.6489,2.7778,0.9536,0.9593809520000001,0.963392,0.96483
411,1989-10-24,2.6222,2.7689,0.9470000000000001,0.9585476190000001,0.962784,0.964726667
412,1989-10-25,2.6311,2.7822,0.9457,0.95757619,0.962492,0.964506667
413,1989-10-26,2.6311,2.7644,0.9518,0.9571142859999999,0.9622799999999999,0.964261667
414,1989-10-27,2.6089,2.7378,0.9529,0.956857143,0.961942,0.96401
415,1989-10-30,2.5956,2.7289,0.9511,0.956338095,0.961782,0.96378
416,1989-10-31,2.6178,2.7689,0.9454,0.955519048,0.961364,0.9636024999999999
417,1989-11-01,2.6311,2.7778,0.9472,0.9549095240000001,0.96093,0.963518333
418,1989-11-02,2.6267,2.7556,0.9532,0.954719048,0.96091,0.9633975
419,1989-11-03,2.6044,2.7378,0.9513,0.954438095,0.9607459999999999,0.9632775
420,1989-11-06,2.5778,2.7022,0.9539,0.954138095,0.9605379999999999,0.9631924999999999
421,1989-11-07,2.5867,2.7511,0.9402,0.95332381,0.959958,0.962945
422,1989-11-08,2.6178,2.7556,0.95,0.953047619,0.9594159999999999,0.9628108329999999
423,1989-11-09,2.6,2.7244,0.9543,0.9528523809999999,0.9592860000000001,0.9627450000000001
424,1989-11-10,2.6,2.7511,0.9451,0.952357143,0.9589120000000001,0.9625391670000001
425,1989-11-13,2.6044,2.76,0.9436,0.9510190479999999,0.958566,0.962289167
426,1989-11-14,2.5956,2.7289,0.9511,0.9510142859999999,0.9582120000000001,0.9622316670000001
427,1989-11-15,2.5956,2.7378,0.9481,0.9505,0.9577399999999999,0.962258333
428,1989-11-16,2.5956,2.7422,0.9465,0.949857143,0.9572360000000001,0.962193333
429,1989-11-17,2.6133,2.76,0.9469,0.949238095,0.9568040000000001,0.962069167
430,1989-11-20,2.5911,2.7644,0.9373,0.9483904759999999,0.9562459999999999,0.9618783329999999
431,1989-11-21,2.5911,2.76,0.9388,0.947685714,0.955784,0.961713333
432,1989-11-22,2.6356,2.7822,0.9473,0.9477,0.955362,0.9615725
433,1989-11-24,2.64,2.7822,0.9489,0.9478523809999999,0.95504,0.961444167
434,1989-11-27,2.6533,2.8178,0.9416,0.947366667,0.954658,0.961271667
435,1989-11-28,2.68,2.8356,0.9451,0.946995238,0.9541120000000001,0.961174167
436,1989-11-29,2.6889,2.8622,0.9394,0.946438095,0.9534819999999999,0.961075
437,1989-11-30,2.7467,2.9022,0.9464,0.946485714,0.95296,0.961034167
438,1989-12-01,2.8178,2.9778,0.9463,0.9464428570000001,0.952498,0.9609633329999999
439,1989-12-04,2.8044,2.96,0.9474,0.9461666670000001,0.952216,0.960850833
440,1989-12-05,2.8267,2.9689,0.9521,0.946204762,0.951968,0.960715833
441,1989-12-06,2.8267,2.9644,0.9535,0.9461857140000001,0.951716,0.9606083329999999
442,1989-12-07,2.8356,2.9644,0.9565,0.946961905,0.951616,0.9605725
443,1989-12-08,2.8578,3.0089,0.9498,0.9469523809999999,0.9514459999999999,0.9603375
444,1989-12-11,2.8578,3.0089,0.9498,0.946738095,0.951202,0.9600725
445,1989-12-12,2.8578,3.0756,0.9292,0.945980952,0.950534,0.9597525
446,1989-12-13,2.8533,3.0489,0.9359,0.945614286,0.950052,0.9596125
447,1989-12-14,2.8267,3.0267,0.9339,0.944795238,0.949586,0.959308333
448,1989-12-15,2.8178,3.0089,0.9365,0.944242857,0.9491719999999999,0.9590549999999999
449,1989-12-18,2.8267,3.0267,0.9339,0.9436428570000001,0.9486459999999999,0.958715
450,1989-12-19,2.8,3.0222,0.9265,0.942671429,0.9480299999999999,0.9582816670000001
451,1989-12-20,2.7911,3.0089,0.9276,0.942209524,0.947466,0.9579375
452,1989-12-21,2.8089,3.0222,0.9294,0.941761905,0.946886,0.957494167
453,1989-12-22,2.8222,3.0267,0.9325,0.941057143,0.946426,0.9571708329999999
454,1989-12-26,2.8133,3.0133,0.9336,0.9403285709999999,0.945664,0.9568075
455,1989-12-27,2.8444,3.0578,0.9302,0.9397857140000001,0.9452440000000001,0.956518333
456,1989-12-28,2.88,3.0978,0.9297,0.939052381,0.94466,0.9562341670000001
457,1989-12-29,2.9067,3.1378,0.9263,0.938428571,0.9439860000000001,0.955785
458,1990-01-02,2.9156,3.1422,0.9279,0.937547619,0.9433459999999999,0.955378333
459,1990-01-03,3.0,3.2178,0.9323,0.936880952,0.94289,0.954964167
460,1990-01-04,3.0311,3.2311,0.9381,0.936438095,0.94258,0.954793333
461,1990-01-05,3.0089,3.1956,0.9416,0.935938095,0.942472,0.954538333
462,1990-01-08,2.9911,3.16,0.9466,0.9356095240000001,0.9424899999999999,0.9542816670000001
463,1990-01-09,2.9333,3.0756,0.9538,0.935480952,0.94253,0.954225833
464,1990-01-10,2.8578,3.0,0.9526,0.935614286,0.942524,0.954075
465,1990-01-11,2.8756,3.0,0.9585,0.9360285709999999,0.942672,0.954016667
466,1990-01-12,2.8356,2.9511,0.9608,0.937533333,0.9429799999999999,0.953935833
467,1990-01-15,2.8178,2.9289,0.9621,0.938780952,0.9432780000000001,0.953893333
468,1990-01-16,2.7733,2.8933,0.9585,0.9399523809999999,0.943384,0.9538833329999999
469,1990-01-17,2.7467,2.8222,0.9732,0.9417,0.9438219999999999,0.9539616670000001
470,1990-01-18,2.7244,2.7956,0.9746,0.943638095,0.9442360000000001,0.95401
471,1990-01-19,2.7467,2.8222,0.9732,0.945861905,0.944896,0.954195833
472,1990-01-22,2.6889,2.76,0.9742,0.948080952,0.9453799999999999,0.954211667
473,1990-01-23,2.6711,2.7689,0.9647,0.949761905,0.9455879999999999,0.9541991670000001
474,1990-01-24,2.6044,2.72,0.9575,0.9509523809999999,0.945836,0.954179167
475,1990-01-25,2.5422,2.6089,0.9744,0.952895238,0.9464520000000001,0.9542875
476,1990-01-26,2.4889,2.5822,0.9639,0.9545,0.946708,0.9544016670000001
477,1990-01-29,2.4756,2.56,0.9670000000000001,0.95627619,0.9470860000000001,0.954528333
478,1990-01-30,2.4311,2.5778,0.9431,0.95707619,0.947018,0.9543425
479,1990-01-31,2.4622,2.6667,0.9233,0.956857143,0.9465459999999999,0.9540575000000001
480,1990-02-01,2.4889,2.6667,0.9333,0.9569047620000001,0.946466,0.9537958329999999
481,1990-02-02,2.5333,2.7067,0.9359999999999999,0.956804762,0.9464100000000001,0.953450833
482,1990-02-05,2.5556,2.7111,0.9426,0.9568523809999999,0.9463159999999999,0.9533033329999999
483,1990-02-06,2.5467,2.64,0.9646,0.9577095240000001,0.94663,0.953321667
484,1990-02-07,2.56,2.7156,0.9427,0.9571809520000001,0.946652,0.953095833
485,1990-02-08,2.5956,2.7244,0.9527,0.9571857140000001,0.9468040000000001,0.9530424999999999
486,1990-02-09,2.6133,2.7422,0.953,0.95692381,0.947076,0.952931667
487,1990-02-12,2.6044,2.6889,0.9686,0.9572952379999999,0.94752,0.9529291670000001
488,1990-02-13,2.5778,2.72,0.9477,0.9566095240000001,0.947548,0.952875
489,1990-02-14,2.6178,2.7822,0.9409,0.955771429,0.947418,0.9527200000000001
490,1990-02-15,2.6444,2.7511,0.9612,0.9552,0.9476,0.952694167
491,1990-02-16,2.6089,2.68,0.9735,0.9551476190000001,0.948,0.95273
492,1990-02-20,2.5644,2.6267,0.9763,0.9552952379999999,0.9483959999999999,0.952723333
493,1990-02-21,2.5333,2.6,0.9744,0.955304762,0.948888,0.952836667
494,1990-02-22,2.52,2.5422,0.9913,0.956571429,0.9497180000000001,0.9530658329999999
495,1990-02-23,2.4933,2.5156,0.9912,0.95817619,0.950958,0.953318333
496,1990-02-26,2.5067,2.64,0.9495,0.956990476,0.9512299999999999,0.9531575000000001
497,1990-02-27,2.5511,2.6578,0.9599,0.9568,0.95175,0.953059167
498,1990-02-28,2.6089,2.6844,0.9719,0.9570333329999999,0.952458,0.953060833
499,1990-03-01,2.6,2.68,0.9701,0.958319048,0.953182,0.953074167
500,1990-03-02,2.5911,2.6844,0.9652,0.9603142859999999,0.9539559999999999,0.953074167
501,1990-03-05,2.5911,2.6311,0.9848,0.962766667,0.9551,0.9532649999999999
502,1990-03-06,2.5867,2.6356,0.9815,0.964933333,0.956142,0.953374167
503,1990-03-07,2.5822,2.6356,0.9798,0.966704762,0.9570879999999999,0.9534975
504,1990-03-08,2.5956,2.6356,0.9848,0.967666667,0.9581120000000001,0.953698333
505,1990-03-09,2.5867,2.6267,0.9848,0.969671429,0.9592040000000001,0.953801667
506,1990-03-12,2.5689,2.6089,0.9847,0.971195238,0.960304,0.953916667
507,1990-03-13,2.5644,2.5956,0.988,0.972861905,0.9615379999999999,0.954045833
508,1990-03-14,2.5644,2.5956,0.988,0.973785714,0.9627399999999999,0.9542008329999999
509,1990-03-15,2.5333,2.5867,0.9794,0.975295238,0.9636819999999999,0.95435
